property_id,location,property_type,bedrooms,bathrooms,square_feet,year_built,parking,furnished_status,amenities,latitude,longitude,price
4068,Mombasa,Bungalow,4,5,1428,2024,2,Furnished,"Playground, Gym, Security",-3.996135,39.627177,13886603
4069,Mombasa,Apartment,4,4,3521,2024,0,Unfurnished,"Garden, Pool",-3.997546,39.699006,37616970
4070,Mombasa,Apartment,3,1,3807,2021,3,Furnished,"Garden, Playground, Gym, Parking",-3.993636,39.662523,33072940
4071,Thika,Apartment,4,2,2774,2019,1,Semi-Furnished,"Pool, Security, Gym",-1.004063,37.109516,18692588
4072,Wajir,Villa,3,2,3484,2022,0,Furnished,"Parking, Gym, Garden, Security",1.780601,40.115921,11586069
4073,Eldoret,Villa,4,4,1837,2024,3,Unfurnished,"Garden, Parking, Pool",0.566719,35.287316,14295068
4074,Eldoret,Bungalow,2,1,3835,2019,2,Furnished,"Gym, Playground, Security, Pool",0.493146,35.287299,23547480
4075,Malindi,Villa,1,4,3760,2018,3,Semi-Furnished,"Gym, Pool",-3.168813,40.092368,19103040
4076,Nakuru,Bungalow,2,2,2496,2024,0,Furnished,"Pool, Garden",-0.261056,36.083128,15786771
4077,Garissa,Bungalow,5,2,1112,2021,0,Furnished,"Security, Gym, Parking",-0.471533,39.652539,6488231
4078,Naivasha,Apartment,4,5,2415,2023,0,Semi-Furnished,"Gym, Security",-0.685306,36.458712,16051373
4079,Wajir,Townhouse,6,4,2240,2018,0,Semi-Furnished,"Playground, Gym",1.795607,40.048351,8591424
4080,Eldoret,Bungalow,4,2,1965,2024,1,Semi-Furnished,Gym,0.531373,35.295105,15288805
4081,Nairobi,Villa,1,1,3055,2021,3,Unfurnished,Playground,-1.247112,36.86169,30390936
4082,Garissa,House,3,3,3975,2022,0,Unfurnished,Pool,-0.470659,39.662425,21029625
4083,Thika,Bungalow,6,4,1491,2021,1,Semi-Furnished,"Garden, Gym, Parking",-1.004056,37.089951,9664534
4084,Naivasha,Bungalow,1,5,2654,2022,0,Furnished,Playground,-0.764276,36.425273,14473931
4085,Naivasha,Townhouse,4,2,3609,2018,1,Semi-Furnished,"Pool, Security, Parking",-0.683134,36.476312,17889033
4086,Nakuru,Villa,5,1,3850,2018,2,Furnished,"Pool, Gym, Security, Garden",-0.27272,36.074619,29861255
4087,Nakuru,Villa,2,5,718,2022,3,Furnished,Security,-0.276447,36.043403,6357280
4088,Mombasa,Bungalow,5,4,2804,2024,2,Unfurnished,"Pool, Security, Garden, Parking",-4.007203,39.641036,26346150
4089,Thika,Townhouse,3,5,3069,2020,2,Semi-Furnished,"Parking, Security, Pool",-1.052155,37.117856,15958344
4090,Mombasa,Townhouse,5,2,1937,2020,0,Semi-Furnished,"Garden, Playground",-4.001819,39.621441,17774166
4091,Nakuru,Bungalow,5,5,2648,2021,3,Furnished,"Playground, Pool, Parking",-0.255394,36.102567,17105872
4092,Thika,House,3,1,672,2024,1,Unfurnished,"Gym, Garden",-1.005213,37.042568,4561420
4093,Garissa,House,1,1,1819,2018,2,Furnished,"Security, Pool",-0.484683,39.636857,7850577
4094,Garissa,Bungalow,6,5,2115,2023,2,Semi-Furnished,"Garden, Pool",-0.420743,39.616856,8417040
4095,Mombasa,House,1,5,845,2024,2,Unfurnished,Pool,-4.016453,39.656555,6998073
4096,Nairobi,Townhouse,1,4,1330,2018,3,Furnished,Pool,-1.265032,36.820676,13185072
4097,Kisumu,Bungalow,5,4,2739,2018,0,Unfurnished,"Playground, Pool, Security",-0.128016,34.718018,23609490
4098,Kisumu,Townhouse,4,4,2733,2018,3,Semi-Furnished,"Pool, Security",-0.104947,34.722706,22101113
4099,Garissa,Apartment,4,4,2016,2024,1,Semi-Furnished,"Gym, Security, Pool, Playground",-0.42864,39.678862,9311728
4100,Malindi,Apartment,4,4,3450,2022,3,Furnished,"Pool, Parking",-3.198001,40.125876,24042850
4101,Malindi,Apartment,4,3,2913,2019,1,Furnished,"Pool, Playground",-3.261881,40.104435,21766855
4102,Nakuru,House,4,1,3524,2024,3,Semi-Furnished,"Gym, Security, Pool, Parking",-0.348408,36.069317,24922106
4103,Malindi,Villa,3,2,1647,2018,1,Semi-Furnished,"Pool, Gym, Garden",-3.262348,40.105592,10359876
4104,Garissa,Townhouse,3,1,3791,2019,0,Furnished,"Playground, Security, Parking, Garden",-0.479604,39.649074,15484471
4105,Kisumu,Townhouse,5,1,3871,2018,1,Unfurnished,"Garden, Security",-0.105977,34.776189,23986131
4106,Wajir,House,3,5,3643,2019,0,Semi-Furnished,"Garden, Parking",1.71593,40.088687,12260697
4107,Thika,Bungalow,5,3,3656,2018,2,Furnished,Parking,-1.014614,37.022946,21150550
4108,Garissa,Villa,3,4,2454,2022,0,Furnished,Parking,-0.449683,39.621239,12431103
4109,Nakuru,House,6,1,1527,2021,3,Furnished,"Parking, Security",-0.338091,36.119661,10075187
4110,Thika,Villa,1,5,796,2023,0,Unfurnished,"Parking, Garden, Playground",-1.061242,37.087946,3979306
4111,Nakuru,House,4,5,2487,2020,2,Furnished,"Gym, Garden",-0.307706,36.114769,19648385
4112,Mombasa,House,3,1,1165,2023,3,Semi-Furnished,"Playground, Gym, Parking, Pool",-4.033541,39.69271,9140020
4113,Garissa,Townhouse,1,1,2220,2020,1,Unfurnished,"Security, Gym, Playground, Garden",-0.477278,39.699662,8768212
4114,Garissa,Villa,6,5,2494,2018,0,Unfurnished,"Parking, Security, Playground, Garden",-0.481433,39.691973,9884164
4115,Thika,Townhouse,3,3,2512,2018,2,Unfurnished,"Playground, Garden, Pool, Gym",-1.029471,37.029609,16738276
4116,Wajir,Townhouse,1,1,3165,2023,1,Furnished,"Playground, Garden, Parking, Security",1.746415,40.045973,10552096
4117,Thika,Villa,1,5,2162,2023,3,Furnished,"Gym, Playground",-1.054478,37.059955,10597591
4118,Wajir,Villa,6,4,928,2018,0,Unfurnished,"Security, Gym, Parking, Pool",1.78932,40.029233,4894598
4119,Mombasa,House,1,1,3153,2022,1,Unfurnished,"Gym, Playground",-4.07821,39.687148,34897138
4120,Nairobi,Bungalow,1,1,1571,2022,3,Semi-Furnished,"Parking, Gym",-1.307292,36.792077,19844328
4121,Nairobi,Bungalow,2,1,3161,2022,3,Semi-Furnished,"Gym, Security",-1.32818,36.851269,26747342
4122,Mombasa,Villa,6,2,3253,2019,2,Unfurnished,Security,-4.012437,39.625566,24268177
4123,Naivasha,House,3,3,3420,2023,2,Furnished,Security,-0.748263,36.478213,23738286
4124,Mombasa,Villa,5,3,2908,2024,2,Furnished,"Gym, Garden, Security",-4.0754,39.706002,27117505
4125,Nairobi,House,6,1,3474,2018,0,Furnished,"Gym, Playground, Garden, Parking",-1.330911,36.820779,32866512
4126,Naivasha,Apartment,6,2,1535,2024,0,Furnished,"Gym, Pool",-0.675189,36.440785,11990390
4127,Nakuru,Townhouse,6,2,2467,2018,1,Unfurnished,"Gym, Garden, Parking, Security",-0.254601,36.084544,20572832
4128,Nairobi,Villa,2,1,1025,2020,1,Unfurnished,"Security, Playground, Pool",-1.259599,36.828924,12657440
4129,Eldoret,Apartment,3,1,3534,2022,2,Unfurnished,"Pool, Parking",0.511531,35.303447,19790010
4130,Naivasha,House,5,2,3384,2021,0,Semi-Furnished,"Gym, Pool, Parking",-0.751841,36.396884,26031941
4131,Thika,Apartment,1,1,2248,2022,3,Semi-Furnished,Gym,-1.054773,37.024089,14944218
4132,Nairobi,Townhouse,6,3,2104,2023,3,Semi-Furnished,Pool,-1.282206,36.78873,27140697
4133,Eldoret,Townhouse,4,2,2020,2019,2,Semi-Furnished,"Garden, Playground, Parking",0.492923,35.23171,12667460
4134,Mombasa,Townhouse,4,2,1732,2021,1,Semi-Furnished,"Security, Parking",-4.058752,39.652367,14136492
4135,Nairobi,Villa,6,5,3868,2022,3,Semi-Furnished,"Playground, Gym, Garden, Parking",-1.255349,36.82652,36074201
4136,Malindi,Townhouse,2,4,401,2019,0,Furnished,"Playground, Pool, Garden, Parking",-3.174375,40.094874,3278477
4137,Nairobi,Apartment,3,4,2669,2019,1,Unfurnished,"Security, Parking, Gym, Garden",-1.299961,36.800277,26426307
4138,Wajir,Apartment,3,1,1395,2023,0,Semi-Furnished,"Pool, Security, Parking",1.752269,40.044085,6662037
4139,Nakuru,Townhouse,6,1,1639,2024,3,Semi-Furnished,"Gym, Playground, Parking",-0.304552,36.038822,12362119
4140,Mombasa,House,4,1,3531,2023,1,Semi-Furnished,"Gym, Pool, Parking",-4.040545,39.708476,37089914
4141,Garissa,Apartment,1,5,3167,2018,1,Semi-Furnished,Pool,-0.462705,39.625273,16442986
4142,Wajir,House,3,3,2156,2023,1,Unfurnished,Parking,1.793781,40.114402,8387587
4143,Eldoret,Townhouse,6,2,2485,2020,1,Semi-Furnished,"Pool, Garden, Security, Parking",0.513357,35.263935,16364840
4144,Malindi,Bungalow,5,5,693,2021,1,Unfurnished,"Pool, Gym",-3.197874,40.097151,4757099
4145,Naivasha,Bungalow,1,4,3644,2021,2,Semi-Furnished,Security,-0.70284,36.466343,18648324
4146,Eldoret,Apartment,5,4,2021,2024,0,Semi-Furnished,"Playground, Gym, Garden, Security",0.55781,35.279983,16239548
4147,Malindi,Villa,2,4,3740,2022,0,Semi-Furnished,"Garden, Pool, Playground",-3.170414,40.088064,28822220
4148,Wajir,Apartment,6,1,3780,2018,1,Furnished,"Security, Playground",1.722459,40.032625,16045080
4149,Nakuru,Villa,2,3,1277,2018,1,Furnished,"Pool, Security",-0.352777,36.096635,8838905
4150,Wajir,Villa,3,2,993,2023,3,Unfurnished,Gym,1.728157,40.085269,4971667
4151,Eldoret,Bungalow,4,5,2777,2020,1,Semi-Furnished,"Parking, Gym, Garden",0.54784,35.307492,14293331
4152,Mombasa,House,3,5,844,2023,2,Semi-Furnished,"Parking, Gym, Playground",-4.00238,39.655132,9102920
4153,Wajir,House,5,2,2933,2020,3,Furnished,"Pool, Playground, Gym, Security",1.740706,40.078245,10530860
4154,Garissa,Villa,1,4,1709,2023,2,Semi-Furnished,Pool,-0.463626,39.704525,9071053
4155,Nakuru,Villa,6,4,2850,2020,3,Semi-Furnished,"Garden, Playground",-0.286341,36.126433,18300210
4156,Malindi,Bungalow,5,1,3539,2023,0,Furnished,Security,-3.233442,40.074592,22675374
4157,Kisumu,Apartment,6,4,2417,2021,2,Unfurnished,"Parking, Gym, Security",-0.075577,34.799059,17837077
4158,Eldoret,Apartment,5,2,981,2020,0,Furnished,Pool,0.478786,35.245699,5989676
4159,Nairobi,Apartment,5,3,3394,2023,3,Furnished,"Garden, Playground",-1.243655,36.825721,33174716
4160,Kisumu,Townhouse,1,3,3635,2020,3,Furnished,"Playground, Parking, Garden, Gym",-0.130156,34.790712,24697318
4161,Mombasa,Apartment,1,4,510,2020,3,Semi-Furnished,"Pool, Security",-3.996315,39.697298,3795663
4162,Kisumu,Townhouse,5,5,2342,2019,2,Furnished,Parking,-0.085028,34.768317,19832741
4163,Nakuru,House,3,2,2899,2019,1,Furnished,Security,-0.330557,36.126017,21365873
4164,Thika,Bungalow,1,3,3571,2023,1,Unfurnished,"Gym, Playground, Garden",-1.076275,37.072679,16436253
4165,Malindi,Apartment,1,1,1287,2024,1,Unfurnished,Parking,-3.184892,40.070225,8067817
4166,Eldoret,Townhouse,6,4,3435,2020,3,Unfurnished,"Garden, Gym",0.557879,35.30563,27994125
4167,Nairobi,Bungalow,5,1,3261,2018,3,Semi-Furnished,"Garden, Playground",-1.284396,36.780202,36313606
4168,Eldoret,Townhouse,3,3,2818,2022,2,Unfurnished,Playground,0.506668,35.256001,20476880
4169,Mombasa,House,5,2,1338,2021,3,Unfurnished,"Gym, Pool, Playground",-4.039689,39.678871,12552168
4170,Nakuru,Apartment,5,4,999,2018,0,Semi-Furnished,"Parking, Pool",-0.315382,36.104302,6461532
4171,Malindi,Townhouse,5,1,3836,2024,0,Semi-Furnished,Pool,-3.261623,40.121897,25602784
4172,Eldoret,House,2,3,1210,2021,2,Furnished,Playground,0.473103,35.316754,6633570
4173,Garissa,Bungalow,2,5,1049,2023,2,Unfurnished,"Playground, Pool, Security",-0.471712,39.702881,5938554
4174,Naivasha,House,6,2,1851,2020,0,Furnished,"Playground, Pool",-0.757437,36.404044,11704611
4175,Nakuru,Apartment,1,5,3446,2022,0,Furnished,"Playground, Garden, Pool",-0.268573,36.124893,22991433
4176,Kisumu,Apartment,5,1,1869,2023,1,Semi-Furnished,"Parking, Garden",-0.070754,34.806287,15055772
4177,Wajir,House,6,2,1852,2021,2,Semi-Furnished,"Playground, Security",1.717369,40.026227,9408482
4178,Eldoret,Townhouse,5,2,1127,2018,1,Furnished,Gym,0.511412,35.261706,9430348
4179,Eldoret,Apartment,1,4,2773,2020,3,Semi-Furnished,"Parking, Playground",0.52621,35.306841,15736947
4180,Eldoret,Bungalow,6,1,528,2024,2,Unfurnished,Parking,0.5368,35.297131,4482384
4181,Garissa,Villa,6,2,1281,2019,3,Semi-Furnished,"Playground, Gym",-0.494796,39.655291,6598026
4182,Eldoret,Apartment,2,2,2905,2020,2,Semi-Furnished,Security,0.485717,35.230831,21133430
4183,Malindi,House,2,1,3509,2018,1,Unfurnished,Gym,-3.188602,40.157942,25050738
4184,Naivasha,House,4,1,1224,2018,3,Furnished,"Gym, Security",-0.734914,36.420876,6726794
4185,Eldoret,Bungalow,2,3,2938,2022,2,Unfurnished,"Gym, Pool, Security",0.543853,35.303349,23348502
4186,Garissa,Villa,4,4,3735,2020,2,Furnished,"Playground, Pool, Garden",-0.442677,39.612643,19718540
4187,Naivasha,Apartment,2,1,3833,2023,0,Semi-Furnished,"Playground, Garden, Parking, Security",-0.733449,36.464612,25052213
4188,Garissa,Villa,3,1,2517,2019,0,Semi-Furnished,"Pool, Security, Gym",-0.499328,39.661299,9794879
4189,Kisumu,House,6,3,1362,2023,3,Semi-Furnished,"Parking, Security, Pool",-0.125114,34.779511,8889676
4190,Kisumu,Townhouse,1,5,2411,2020,2,Semi-Furnished,Security,-0.134802,34.786624,21625408
4191,Nairobi,House,2,3,2963,2022,3,Semi-Furnished,"Security, Playground",-1.281572,36.830831,27838864
4192,Nakuru,Townhouse,1,3,1121,2019,0,Unfurnished,"Security, Pool, Garden, Playground",-0.326441,36.128914,9916709
4193,Nairobi,House,6,1,2407,2019,2,Semi-Furnished,Parking,-1.33984,36.819943,24758577
4194,Nairobi,Townhouse,6,4,3306,2020,2,Unfurnished,"Gym, Parking, Security",-1.25833,36.833025,35738812
4195,Kisumu,House,4,3,3491,2024,0,Unfurnished,"Playground, Security, Garden",-0.058391,34.781589,33440220
4196,Nairobi,Bungalow,4,1,1147,2020,1,Semi-Furnished,"Gym, Pool",-1.267989,36.775764,11135920
4197,Garissa,House,1,1,3252,2024,1,Semi-Furnished,"Gym, Parking, Security, Pool",-0.472017,39.649492,13398728
4198,Eldoret,Townhouse,1,5,2173,2024,0,Semi-Furnished,Security,0.506376,35.310082,16195411
4199,Eldoret,Apartment,5,4,3751,2024,3,Semi-Furnished,"Pool, Playground",0.480585,35.301943,22379583
4200,Naivasha,Villa,6,5,796,2020,3,Semi-Furnished,"Garden, Parking",-0.721062,36.410201,5297514
4201,Malindi,Apartment,5,2,1063,2018,2,Furnished,"Gym, Security, Playground, Parking",-3.205976,40.087998,8524587
4202,Naivasha,Apartment,5,5,453,2020,3,Unfurnished,Security,-0.756559,36.479045,3575711
4203,Mombasa,House,1,4,2891,2018,2,Unfurnished,Gym,-4.022913,39.636288,31564487
4204,Eldoret,Townhouse,3,2,2911,2018,3,Semi-Furnished,Parking,0.54592,35.23721,20720665
4205,Malindi,Townhouse,3,2,2920,2018,1,Semi-Furnished,"Gym, Pool, Parking",-3.168919,40.10574,22062760
4206,Eldoret,Villa,6,5,2685,2021,2,Furnished,"Security, Playground, Garden",0.503208,35.252689,18004170
4207,Malindi,House,4,5,525,2018,0,Furnished,"Pool, Playground",-3.208506,40.122434,4471375
4208,Malindi,Villa,5,4,1186,2020,2,Furnished,Parking,-3.211233,40.1396,8321670
4209,Malindi,Bungalow,2,2,3554,2021,2,Unfurnished,"Playground, Gym, Garden, Security",-3.227693,40.119076,28557366
4210,Naivasha,Townhouse,2,3,2705,2023,0,Furnished,"Pool, Security, Garden",-0.702409,36.478348,13215783
4211,Wajir,Townhouse,2,5,3545,2020,1,Semi-Furnished,Garden,1.706455,40.019153,14278613
4212,Kisumu,Villa,1,4,1004,2020,0,Semi-Furnished,"Pool, Playground, Security",-0.082768,34.752587,7120369
4213,Naivasha,Villa,1,4,3315,2018,2,Unfurnished,"Pool, Security, Parking",-0.693705,36.432455,20182767
4214,Nairobi,Townhouse,4,5,3153,2022,0,Furnished,"Gym, Pool",-1.257034,36.810238,39704036
4215,Kisumu,Villa,2,1,1675,2024,1,Unfurnished,"Pool, Security",-0.086256,34.767494,12784610
4216,Wajir,Apartment,4,5,3192,2023,1,Furnished,"Security, Playground",1.746833,40.031643,14873166
4217,Wajir,Apartment,6,5,656,2022,0,Furnished,"Garden, Pool",1.722171,40.039676,3103296
4218,Mombasa,House,6,4,1863,2018,2,Unfurnished,"Parking, Gym, Security, Playground",-4.001379,39.668328,20936135
4219,Naivasha,Townhouse,4,5,636,2024,0,Unfurnished,Pool,-0.700542,36.425842,4981648
4220,Eldoret,Bungalow,6,3,517,2022,2,Furnished,"Garden, Gym",0.569713,35.240208,3867440
4221,Kisumu,House,2,1,1386,2019,3,Unfurnished,"Security, Gym, Pool",-0.048999,34.807722,12344686
4222,Eldoret,Bungalow,5,4,1374,2018,2,Unfurnished,"Playground, Gym",0.556947,35.279087,11349104
4223,Nairobi,Villa,4,2,2439,2018,3,Semi-Furnished,"Parking, Gym, Pool, Playground",-1.339776,36.789162,26784126
4224,Garissa,Bungalow,2,4,2462,2019,1,Semi-Furnished,"Parking, Pool, Garden, Playground",-0.476876,39.616109,12475778
4225,Naivasha,House,4,4,1946,2022,3,Furnished,"Parking, Pool, Gym, Garden",-0.747557,36.440519,10560455
4226,Thika,Townhouse,2,5,746,2024,3,Semi-Furnished,"Garden, Gym, Pool, Security",-1.081252,37.055955,4228400
4227,Eldoret,Apartment,4,5,3815,2024,1,Semi-Furnished,"Pool, Security",0.4875,35.315896,27215635
4228,Kisumu,Apartment,2,1,3702,2022,3,Unfurnished,"Parking, Gym",-0.085942,34.792491,33095972
4229,Malindi,Townhouse,3,2,1829,2020,3,Unfurnished,"Garden, Security, Gym, Parking",-3.194796,40.090233,12967654
4230,Nairobi,Bungalow,3,2,966,2020,0,Furnished,Gym,-1.271209,36.81369,9366489
4231,Naivasha,Villa,4,1,1539,2021,2,Furnished,"Gym, Parking, Pool",-0.740779,36.387834,10121170
4232,Kisumu,Villa,4,5,1630,2024,2,Semi-Furnished,"Parking, Security, Gym, Playground",-0.048746,34.785141,15795676
4233,Eldoret,House,1,5,921,2024,1,Semi-Furnished,Security,0.520386,35.251262,6261490
4234,Naivasha,House,3,5,1246,2022,3,Semi-Furnished,"Playground, Gym, Parking, Garden",-0.705774,36.467794,6592549
4235,Eldoret,Bungalow,6,3,1602,2023,0,Unfurnished,"Security, Parking, Playground, Pool",0.529158,35.296234,8949624
4236,Naivasha,Apartment,1,4,666,2022,1,Unfurnished,"Playground, Gym, Pool",-0.676049,36.391641,3777885
4237,Thika,Townhouse,1,1,2045,2020,1,Semi-Furnished,"Parking, Security, Gym",-1.036219,37.06067,14347310
4238,Kisumu,Bungalow,4,4,3984,2022,0,Semi-Furnished,Security,-0.082009,34.813509,33067206
4239,Thika,Townhouse,6,4,3537,2018,1,Unfurnished,"Playground, Gym, Garden",-1.067254,37.073079,22606152
4240,Malindi,Bungalow,3,2,636,2023,3,Furnished,"Playground, Pool, Garden",-3.179795,40.134339,3536604
4241,Kisumu,Bungalow,2,1,1623,2021,1,Unfurnished,"Gym, Pool, Parking",-0.140898,34.777942,12559469
4242,Kisumu,Townhouse,3,4,2238,2024,1,Furnished,Pool,-0.138716,34.788021,13827367
4243,Nakuru,Villa,1,5,2441,2021,3,Semi-Furnished,"Playground, Gym, Garden, Pool",-0.267256,36.111232,15874962
4244,Garissa,Apartment,1,4,847,2019,0,Unfurnished,Gym,-0.409127,39.686457,3812739
4245,Garissa,Villa,3,5,3453,2023,1,Semi-Furnished,Playground,-0.442516,39.653656,13062288
4246,Wajir,Apartment,5,5,3002,2018,0,Unfurnished,"Parking, Playground, Pool",1.761221,40.067431,12362703
4247,Nakuru,House,4,1,3872,2021,2,Semi-Furnished,Parking,-0.303469,36.034933,28642755
4248,Mombasa,House,4,5,446,2024,2,Semi-Furnished,"Garden, Gym, Pool",-4.000995,39.693684,4295631
4249,Kisumu,Townhouse,5,1,2687,2021,0,Furnished,"Garden, Playground, Pool",-0.116502,34.794376,21529536
4250,Malindi,Townhouse,4,1,773,2023,1,Furnished,Gym,-3.248465,40.134081,4324521
4251,Garissa,Villa,4,5,567,2020,3,Semi-Furnished,"Parking, Security, Playground, Pool",-0.456885,39.621244,2781400
4252,Wajir,Villa,4,4,957,2018,3,Unfurnished,Parking,1.776339,40.031345,4759900
4253,Eldoret,Townhouse,3,4,2556,2019,2,Semi-Furnished,"Playground, Parking, Garden",0.472749,35.279705,16630284
4254,Mombasa,Apartment,5,5,982,2019,1,Unfurnished,"Gym, Garden, Playground, Pool",-4.08835,39.707529,9001763
4255,Nakuru,Bungalow,5,4,931,2018,1,Unfurnished,Playground,-0.278916,36.109795,6532973
4256,Kisumu,Bungalow,6,5,3779,2020,1,Furnished,"Security, Garden, Parking, Pool",-0.082224,34.754542,36152832
4257,Wajir,Townhouse,6,1,2124,2019,3,Semi-Furnished,Garden,1.739456,40.041146,7378533
4258,Thika,Townhouse,2,3,1099,2024,2,Semi-Furnished,"Parking, Playground, Gym, Security",-0.995934,37.089666,5662799
4259,Wajir,Bungalow,3,5,1788,2023,3,Semi-Furnished,"Parking, Garden, Security",1.754376,40.059089,6953505
4260,Nairobi,Villa,4,4,1336,2020,1,Semi-Furnished,Pool,-1.264765,36.815171,14138355
4261,Naivasha,Apartment,6,5,3452,2023,0,Semi-Furnished,Gym,-0.750454,36.43313,18407142
4262,Mombasa,House,4,1,2887,2019,1,Furnished,"Playground, Security",-4.027375,39.700912,22448019
4263,Eldoret,Townhouse,6,4,3904,2022,1,Unfurnished,"Playground, Pool",0.501566,35.296962,25862784
4264,Naivasha,Townhouse,5,1,3207,2023,0,Semi-Furnished,Garden,-0.687426,36.468179,19846227
4265,Naivasha,Villa,5,1,2666,2018,3,Unfurnished,"Pool, Security, Garden",-0.733897,36.445062,20726142
4266,Garissa,Bungalow,5,1,2310,2018,1,Semi-Furnished,Parking,-0.418521,39.63596,11980700
4267,Malindi,House,1,3,926,2022,2,Unfurnished,"Playground, Pool, Garden, Parking",-3.219983,40.121888,6823686
4268,Malindi,Townhouse,6,5,2974,2021,3,Furnished,"Pool, Parking, Gym",-3.213644,40.163941,16725028
4269,Naivasha,Villa,5,5,2446,2024,2,Furnished,Garden,-0.697885,36.407376,12604153
4270,Nakuru,Townhouse,3,2,3158,2019,0,Furnished,"Gym, Security",-0.274149,36.059202,19242631
4271,Naivasha,Bungalow,3,3,598,2024,2,Semi-Furnished,"Playground, Gym",-0.76396,36.472642,3236508
4272,Thika,Bungalow,1,5,1109,2021,0,Unfurnished,"Parking, Pool, Security",-1.044629,37.043412,6053666
4273,Garissa,Townhouse,3,3,1861,2024,0,Semi-Furnished,"Parking, Playground, Pool",-0.447339,39.684364,9721126
4274,Malindi,Bungalow,6,4,2368,2019,0,Furnished,"Parking, Pool, Security",-3.243244,40.088494,12631808
4275,Kisumu,Villa,5,4,625,2020,0,Furnished,"Parking, Pool",-0.083205,34.776127,6182750
4276,Naivasha,House,5,5,3919,2024,0,Semi-Furnished,"Garden, Gym, Security, Parking",-0.70723,36.392288,29227053
4277,Nairobi,Townhouse,2,1,1745,2018,1,Furnished,"Security, Playground, Pool, Gym",-1.315523,36.858175,15198624
4278,Eldoret,Townhouse,4,2,3432,2020,0,Unfurnished,Parking,0.546811,35.275125,24859864
4279,Kisumu,Townhouse,6,1,3184,2020,2,Furnished,"Pool, Garden, Parking, Playground",-0.04508,34.796773,21878035
4280,Nairobi,Villa,5,2,2036,2018,1,Furnished,"Parking, Gym, Security",-1.312672,36.812977,20263859
4281,Kisumu,Villa,5,3,2015,2022,2,Unfurnished,"Garden, Security, Pool",-0.122678,34.777979,16548266
4282,Nakuru,House,1,4,2867,2022,0,Furnished,"Playground, Pool, Garden",-0.280558,36.129598,22529114
4283,Thika,Townhouse,5,2,1132,2024,3,Unfurnished,"Playground, Gym",-1.021678,37.069015,7973916
4284,Naivasha,House,5,3,2409,2020,0,Unfurnished,"Parking, Security",-0.766393,36.40369,15739454
4285,Malindi,Villa,6,5,3563,2024,3,Furnished,"Gym, Pool, Playground",-3.181281,40.082264,22576584
4286,Mombasa,House,3,1,1785,2018,0,Semi-Furnished,"Garden, Security, Playground",-4.012339,39.67934,18750117
4287,Nakuru,House,4,3,2648,2018,2,Furnished,Playground,-0.295891,36.095442,16723331
4288,Thika,House,2,5,3252,2019,2,Unfurnished,"Gym, Pool, Security, Parking",-1.038327,37.086902,17067148
4289,Malindi,House,6,2,1177,2022,0,Furnished,"Security, Parking",-3.232864,40.142735,9109710
4290,Kisumu,Villa,4,1,2449,2023,2,Unfurnished,"Security, Pool, Parking",-0.111985,34.733445,17489122
4291,Thika,Apartment,6,2,2897,2019,0,Unfurnished,Pool,-0.996431,37.032797,19714116
4292,Wajir,Bungalow,4,5,3847,2018,2,Semi-Furnished,Playground,1.747478,40.092901,13893737
4293,Malindi,Bungalow,4,5,830,2019,1,Unfurnished,Gym,-3.180116,40.069784,4566600
4294,Eldoret,Apartment,6,3,2268,2022,1,Unfurnished,"Parking, Garden",0.473823,35.284453,13622856
4295,Nairobi,Bungalow,3,4,2868,2024,0,Furnished,"Playground, Gym, Security",-1.291293,36.827537,24652761
4296,Kisumu,Villa,3,5,1444,2022,2,Semi-Furnished,Gym,-0.071797,34.780205,9279369
4297,Nairobi,Villa,5,5,1247,2021,3,Unfurnished,"Gym, Security",-1.283499,36.802471,11028670
4298,Nairobi,Villa,4,5,2155,2021,2,Unfurnished,"Gym, Pool",-1.272141,36.855774,17798608
4299,Naivasha,Bungalow,3,1,1198,2022,3,Furnished,Parking,-0.730095,36.455459,6145281
4300,Mombasa,Apartment,5,4,2580,2020,2,Unfurnished,"Parking, Gym",-4.038578,39.716744,25776776
4301,Kisumu,House,6,3,882,2019,1,Furnished,"Gym, Playground",-0.064758,34.799248,8986761
4302,Mombasa,Apartment,2,5,566,2018,0,Unfurnished,Playground,-4.005683,39.625418,5631109
4303,Wajir,House,2,1,2651,2021,2,Semi-Furnished,"Playground, Garden, Security, Gym",1.732491,40.085275,9099407
4304,Naivasha,Bungalow,5,5,1479,2019,0,Furnished,"Pool, Parking",-0.720821,36.410222,10917040
4305,Eldoret,House,4,5,3115,2018,2,Furnished,Gym,0.515989,35.305261,18192880
4306,Thika,Townhouse,4,1,1482,2022,2,Furnished,"Gym, Parking, Garden, Pool",-1.06458,37.087414,10919680
4307,Thika,Villa,3,3,2496,2019,0,Unfurnished,"Parking, Gym, Playground, Security",-0.992537,37.076172,11603884
4308,Eldoret,Apartment,3,1,3711,2023,2,Semi-Furnished,Security,0.48487,35.304399,26187936
4309,Wajir,Bungalow,5,4,2487,2018,2,Semi-Furnished,"Gym, Playground, Garden",1.721095,40.035202,8978680
4310,Kisumu,Villa,1,2,1918,2022,1,Unfurnished,"Gym, Playground",-0.043514,34.747882,15707149
4311,Kisumu,Townhouse,4,1,2044,2024,2,Furnished,"Garden, Pool, Gym, Playground",-0.116287,34.768288,15077555
4312,Mombasa,Townhouse,1,4,3559,2023,1,Unfurnished,"Security, Playground",-4.037471,39.657089,33383767
